SIGMA-LI,DateOf,cecha1,cecha2
PPR-R20PN20,7/24/2015,4,6.56
PPR-R20PN20,7/29/2015,200,348
PPR-R20PN20,7/29/2015,200,348
PPR-R20PN20,7/29/2015,200,348
PPR-R20PN20,7/31/2015,40,65.6
PPR-R20PN20,8/3/2015,49,80.36
PPR-R20PN20,8/3/2015,200,328
PPR-R20PN20,8/3/2015,151,247.64
PPR-R20PN20,8/3/2015,8,13.12
PPR-R20PN20,8/11/2015,200,348
PPR-R20PN20,8/11/2015,200,348
PPR-R20PN20,8/11/2015,200,348
PPR-R20PN20,8/11/2015,41,67.24
PPR-R20PN20,8/11/2015,59,96.76
PPR-R20PN20,8/13/2015,100,164
PPR-R20PN20,8/12/2015,24,39.36
PPR-R20PN20,8/14/2015,8,13.12
PPR-R20PN20,9/1/2015,4,6.56
PPR-R20PN20,9/3/2015,1,1.64
PPR-R20PN20,9/3/2015,31,53.94
PPR-R20PN20,9/4/2015,169,294.06
PPR-R20PN20,9/4/2015,31,53.94
PPR-R20PN20,9/4/2015,32,55.68
PPR-R20PN20,9/7/2015,4,6.96
PPR-R20PN20,8/27/2015,4,6.56
PPR-R20PN20,9/9/2015,8,13.92
PPR-R20PN20,9/10/2015,8,13.92
PPR-R20PN20,9/10/2015,8,13.92
PPR-R20PN20,9/14/2015,12,20.88
PPR-R20PN20,9/15/2015,87,151.38
PPR-R20PN20,9/15/2015,113,196.62
PPR-R20PN20,9/18/2015,4,6.96
PPR-R20PN20,9/17/2015,12,20.88
PPR-R20PN20,9/17/2015,8,13.92
PPR-R20PN20,9/23/2015,1,1.64
PPR-R20PN20,9/23/2015,7,12.18
PPR-R20PN20,9/24/2015,4,6.96
PPR-R20PN20,9/24/2015,85,147.9
PPR-R20PN20,9/24/2015,115,200.1
PPR-R20PN20,10/7/2015,45,78.3
PPR-R20PN20,10/7/2015,55,95.7
PPR-R20PN20,10/6/2015,200,348
PPR-R20PN20,10/6/2015,200,348
PPR-R20PN20,10/6/2015,200,348
PPR-R20PN20,10/2/2015,40,69.6
PPR-R20PN20,10/8/2015,70,121.8
PPR-R20PN20,10/9/2015,2,3.48
PPR-R20PN20,10/19/2015,73,127.02
PPR-R20PN20,10/19/2015,127,220.98
PPR-R20PN20,10/26/2015,4,6.96
PPR-R20PN20,10/22/2015,200,348
PPR-R20PN20,10/22/2015,200,348
PPR-R20PN20,10/22/2015,32,55.68
PPR-R20PN20,11/9/2015,37,64.38
PPR-R20PN20,11/9/2015,1,1.64
PPR-R20PN20,11/9/2015,2,3.48
PPR-R20PN20,11/10/2015,5,8.7
PPR-R20PN20,11/10/2015,3,5.22
PPR-R20PN20,11/17/2015,197,342.78
PPR-R20PN20,11/17/2015,3,5.22
PPR-R20PN20,11/19/2015,4,6.96
PPR-R20PN20,11/24/2015,197,342.78
PPR-R20PN20,11/24/2015,3,5.22
PPR-R20PN20,12/1/2015,40,69.6
PPR-R20PN20,12/2/2015,24,41.76
PPR-R20PN20,12/2/2015,12,20.88
PPR-R20PN20,12/3/2015,100,174
PPR-R20PN20,12/3/2015,20,34.8
PPR-R20PN20,12/8/2015,600,1044
PPR-R20PN20,12/4/2015,68,118.32
PPR-R20PN20,12/4/2015,2,3.48
PPR-R20PN20,12/4/2015,68,118.32
PPR-R20PN20,12/4/2015,2,3.48
PPR-R20PN20,12/4/2015,68,118.32
PPR-R20PN20,12/4/2015,2,3.48
PPR-R20PN20,12/5/2015,1,1.74
PPR-R20PN20,12/5/2015,15,26.1
PPR-R20PN20,12/16/2015,4,6.96
PPR-R20PN20,12/23/2015,40,69.6
PPR-R20PN20,1/4/2016,8,13.92
PPR-R20PN20,12/30/2015,12,20.88
PPR-R20PN20,1/2/2016,12,20.88
PPR-R20PN20,1/2/2016,8,13.92
PPR-R20PN20,1/2/2016,12,20.88
PPR-R20PN20,1/4/2016,8,13.92
PPR-R20PN20,1/4/2016,12,20.88
PPR-R20PN20,1/14/2016,4,6.96
PPR-R20PN20,1/13/2016,8,13.92
PPR-R20PN20,2/1/2016,20,34.8
PPR-R20PN20,1/27/2016,97,168.78
PPR-R20PN20,1/27/2016,3,5.22
PPR-R20PN20,1/28/2016,197,342.78
PPR-R20PN20,1/28/2016,3,5.22
PPR-R20PN20,2/15/2016,12,20.88
PPR-R20PN20,2/15/2016,600,984
PPR-R20PN20,2/1/2016,1,1.74
PPR-R20PN20,2/1/2016,3,5.22
PPR-R20PN20,2/17/2016,33,57.42
PPR-R20PN20,2/17/2016,2,3.48
PPR-R20PN20,2/17/2016,25,43.5
PPR-R20PN20,2/23/2016,4,6.96
PPR-R20PN20,3/2/2016,40,69.6
PPR-R20PN20,3/3/2016,12,20.88
PPR-R20PN20,3/4/2016,8,13.92
PPR-R20PN20,5/6/2017,12,20.88
PPR-R20PN20,3/22/2016,200,348
PPR-R20PN20,3/24/2016,100,174
PPR-R20PN20,4/1/2016,28,48.72
PPR-R20PN20,3/31/2016,12,20.88
PPR-R20PN20,4/8/2016,8,13.92
PPR-R20PN20,4/7/2016,8,13.92
PPR-R20PN20,4/11/2016,600,984
PPR-R20PN20,4/18/2016,4,6.96
PPR-R20PN20,4/13/2016,4,6.96
PPR-R20PN20,4/13/2016,12,20.88
PPR-R20PN20,4/26/2016,16,26.24
PPR-R20PN20,4/27/2016,12,19.68
PPR-R20PN20,4/21/2016,135,234.9
PPR-R20PN20,4/21/2016,65,106.6
PPR-R20PN20,4/28/2016,400,656
PPR-R20PN20,5/4/2016,8,13.92
PPR-R20PN20,5/4/2016,40,65.6
PPR-R20PN20,5/2/2016,20,32.8
PPR-R20PN20,4/30/2016,4,6.96
PPR-R20PN20,4/30/2016,8,13.92
PPR-R20PN20,5/4/2016,4,6.96
PPR-R20PN20,5/5/2016,16,26.24
PPR-R20PN20,5/5/2016,600,984
PPR-R20PN20,5/11/2016,31,50.84
PPR-R20PN20,5/11/2016,9,14.76
PPR-R20PN20,5/12/2016,60,98.4
PPR-R20PN20,5/16/2016,60,98.4
PPR-R20PN20,5/23/2016,100,164
PPR-R20PN20,6/2/2016,200,328
PPR-R20PN20,6/6/2016,12,19.68
PPR-R20PN20,6/7/2016,40,65.6
PPR-R20PN20,6/7/2016,600,1044
PPR-R20PN20,6/10/2016,2.5,4.1
PPR-R20PN20,6/16/2016,116.5,191.06
PPR-R20PN20,6/16/2016,83.5,136.94
PPR-R20PN20,6/20/2016,100,164
PPR-R20PN20,6/20/2016,100,164
PPR-R20PN20,6/20/2016,100,164
PPR-R20PN20,6/24/2016,28,48.72
PPR-R20PN20,6/24/2016,28,48.72
PPR-R20PN20,6/29/2016,200,328
PPR-R20PN20,7/5/2016,600,1044
PPR-R20PN20,7/12/2016,200,348
PPR-R20PN20,7/13/2016,12,20.88
PPR-R20PN20,7/18/2016,600,1044
PPR-R20PN20,7/18/2016,12,20.88
PPR-R20PN20,7/8/2016,16.5,27.06
PPR-R20PN20,7/8/2016,83.5,145.29
PPR-R20PN20,7/19/2016,100,174
PPR-R20PN20,7/19/2016,100,174
PPR-R20PN20,7/25/2016,12,20.88
PPR-R20PN20,7/25/2016,12,20.88
PPR-R20PN20,7/27/2016,12,20.88
PPR-R20PN20,8/1/2016,4,6.96
PPR-R20PN20,8/22/2016,40,69.6
PPR-R20PN20,9/1/2016,8,13.92
PPR-R20PN20,9/1/2016,8,13.92
PPR-R20PN20,9/1/2016,4.5,7.83
PPR-R20PN20,9/1/2016,7.5,13.05
PPR-R20PN20,8/31/2016,100,174
PPR-R20PN20,9/13/2016,4,6.96
PPR-R20PN20,10/4/2016,100,174
PPR-R20PN20,10/11/2016,20,34.8
PPR-R20PN20,10/13/2016,180,313.2
PPR-R20PN20,10/17/2016,100,174
PPR-R20PN20,10/22/2016,20,34.8
PPR-R20PN20,11/2/2016,20,34.8
PPR-R20PN20,10/25/2016,24,41.76
PPR-R20PN20,10/25/2016,600,984
PPR-R20PN20,10/26/2016,4,6.96
PPR-R20PN20,10/28/2016,20.5,35.67
PPR-R20PN20,10/28/2016,19.5,33.93
PPR-R20PN20,11/12/2016,124.5,216.63
PPR-R20PN20,11/8/2016,20,34.8
PPR-R20PN20,11/8/2016,100,174
PPR-R20PN20,11/16/2016,12,20.88
PPR-R20PN20,11/21/2016,24,41.76
PPR-R20PN20,11/23/2016,200,328
PPR-R20PN20,11/28/2016,40,69.6
PPR-R20PN20,11/29/2016,200,348
PPR-R20PN20,12/7/2016,20,34.8
PPR-R20PN20,12/6/2016,400,696
PPR-R20PN20,12/19/2016,8,13.12
PPR-R20PN20,12/9/2016,16,27.84
PPR-R20PN20,12/14/2016,24,41.76
PPR-R20PN20,12/14/2016,8,13.92
PPR-R20PN20,12/14/2016,68,111.52
PPR-R20PN20,1/3/2017,4,6.96
PPR-R20PN20,1/11/2017,16,26.24
PPR-R20PN20,1/16/2017,400,656
PPR-R20PN20,1/18/2017,12,19.68
PPR-R20PN20,1/24/2017,12,19.68
PPR-R20PN20,1/25/2017,80,131.2
PPR-R20PN20,2/1/2017,800,1280
PPR-R20PN20,2/2/2017,4,6.56
PPR-R20PN20,2/2/2017,196,321.44
PPR-R20PN20,3/1/2017,4,6.56
PPR-R20PN20,3/1/2017,8,13.92
PPR-R20PN20,2/21/2017,200,348
PPR-R20PN20,2/21/2017,16,27.84
PPR-R20PN20,2/22/2017,40,69.6
PPR-R20PN20,2/24/2017,4,6.96
PPR-R20PN20,3/11/2017,100,174
PPR-R20PN20,3/14/2017,32,55.68
PPR-R20PN20,3/14/2017,4,6.96
PPR-R20PN20,3/14/2017,4,6.4
PPR-R20PN20,3/15/2017,12,19.2
PPR-R20PN20,3/21/2017,200,320
PPR-R20PN20,4/10/2017,4,6.4
PPR-R20PN20,4/11/2017,400,696
PPR-R20PN20,4/12/2017,200,320
PPR-R20PN20,4/19/2017,400,696
PPR-R20PN20,3/27/2017,12,19.2
PPR-R20PN20,4/13/2017,20,32
PPR-R20PN20,4/13/2017,180,313.2
PPR-R20PN20,4/1/2017,8,12.8
PPR-R20PN20,4/26/2017,40,69.6
PPR-R20PN20,4/26/2017,180,313.2
PPR-R20PN20,4/26/2017,20,34.8
PPR-R20PN20,5/8/2017,8,13.92
PPR-R20PN20,5/8/2017,200,348
PPR-R20PN20,5/10/2017,200,348
PPR-R20PN20,4/5/2017,320,512
PPR-R20PN20,4/6/2017,20,32
PPR-R20PN20,5/15/2017,24,41.76
PPR-R20PN20,5/23/2017,200,348
PPR-R20PN20,6/1/2017,8,13.92
PPR-R20PN20,5/30/2017,104,180.96
PPR-R20PN20,5/30/2017,96,167.04
PPR-R20PN20,6/5/2017,200,348
PPR-R20PN20,6/19/2017,96,167.04
PPR-R20PN20,6/19/2017,4,6.96
PPR-R20PN20,6/13/2017,8,13.92
PPR-R20PN20,7/18/2017,4,6.96
PPR-R20PN20,7/19/2017,8,13.92
PPR-R20PN20,7/18/2017,600,1044
PPR-R20PN20,7/19/2017,60,104.4
PPR-R20PN20,7/19/2017,40,69.6
PPR-R20PN20,7/19/2017,4,6.96
PPR-R20PN20,6/29/2017,100,174
PPR-R20PN20,7/27/2017,4,6.96
PPR-R20PN20,7/27/2017,100,174
PPR-R20PN20,8/16/2017,200,348
PPR-R20PN20,8/1/2017,20,34.8
PPR-R20PN20,8/1/2017,0,0
PPR-R20PN20,8/1/2017,0,0
PPR-R20PN20,8/1/2017,28,48.72
PPR-R20PN20,8/1/2017,12,20.88
PPR-R20PN20,7/31/2017,40,69.6
PPR-R20PN20,7/3/2017,4,6.96
PPR-R20PN20,7/4/2017,200,348
PPR-R20PN20,8/23/2017,200,348
PPR-R20PN20,7/5/2017,4,6.96
PPR-R20PN20,8/1/2017,100,174
PPR-R20PN20,8/24/2017,8,13.92
PPR-R20PN20,8/28/2017,200,348
PPR-R20PN20,8/29/2017,24,41.76
PPR-R20PN20,7/10/2017,88,153.12
PPR-R20PN20,7/10/2017,112,194.88
PPR-R20PN20,7/11/2017,20,34.8
PPR-R20PN20,7/13/2017,4,6.96
PPR-R20PN20,9/18/2017,20,34.8
PPR-R20PN20,9/19/2017,76,132.24
PPR-R20PN20,9/19/2017,4,6.96
PPR-R20PN20,9/19/2017,120,208.8
PPR-R20PN20,8/3/2017,8,13.92
PPR-R20PN20,11/11/2017,171,282.15
PPR-R20PN20,9/19/2017,8,13.92
PPR-R20PN20,8/7/2017,40,69.6
PPR-R20PN20,9/8/2017,12,20.88
PPR-R20PN20,9/11/2017,400,660
PPR-R20PN20,9/25/2017,20,34.8
PPR-R20PN20,9/13/2017,60,104.4
PPR-R20PN20,9/26/2017,200,330
PPR-R20PN20,9/29/2017,8,13.92
PPR-R20PN20,9/29/2017,20,34.8
PPR-R20PN20,9/30/2017,24,41.76
PPR-R20PN20,9/30/2017,16,27.84
PPR-R20PN20,9/30/2017,20,34.8
PPR-R20PN20,9/30/2017,4,6.96
PPR-R20PN20,10/23/2017,184,320.16
PPR-R20PN20,10/23/2017,16,26.4
PPR-R20PN20,10/25/2017,100,165
PPR-R20PN20,11/13/2017,4,6.6
PPR-R20PN20,11/6/2017,80,132
PPR-R20PN20,11/16/2017,100,165
PPR-R20PN20,11/17/2017,12,19.8
PPR-R20PN20,12/4/2017,88,145.2
PPR-R20PN20,12/4/2017,12,19.8
PPR-R20PN20,12/9/2017,20,33
PPR-R20PN20,12/18/2017,4,6.6
PPR-R20PN20,12/18/2017,200,342
PPR-R20PN20,1/2/2018,40,66
PPR-R20PN20,1/22/2018,40,66
PPR-R20PN20,2/14/2018,12,20.52
PPR-R20PN20,2/14/2018,27,46.17
PPR-R20PN20,2/14/2018,173,261.23
PPR-R20PN20,2/14/2018,4,6.04
PPR-R20PN20,2/16/2018,4,6.04
PPR-R20PN20,2/16/2018,12,18.12
PPR-R20PN20,2/8/2018,84,138.6
PPR-R20PN20,2/8/2018,20,34.8
PPR-R20PN20,2/8/2018,4,6.96
PPR-R20PN20,2/8/2018,92,151.8
PPR-R20PN20,2/8/2018,79,130.35
PPR-R20PN20,2/8/2018,121,206.91
PPR-R20PN20,2/19/2018,200,302
PPR-R20PN20,2/12/2018,40,68.4
PPR-R20PN20,2/13/2018,400,604
PPR-R20PN20,3/5/2018,200,302
PPR-R20PN20,3/5/2018,16,24.16
PPR-R20PN20,3/6/2018,4,6.04
PPR-R20PN20,3/8/2018,40,60.4
PPR-R20PN20,3/19/2018,24,36.24
PPR-R20PN20,3/16/2018,16,24.16
PPR-R20PN20,3/30/2018,32,48.32
PPR-R20PN20,4/3/2018,75,113.25
PPR-R20PN20,4/3/2018,25,37.75
PPR-R20PN20,4/9/2018,200,314
PPR-R20PN20,4/10/2018,40,60.4
PPR-R20PN20,4/23/2018,8,12.08
PPR-R20PN20,5/15/2018,100,151
PPR-R20PN20,5/11/2018,2,3.02
PPR-R20PN20,5/19/2018,12,18.12
PPR-R20PN20,6/7/2018,113,170.63
PPR-R20PN20,6/7/2018,87,136.59
PPR-R20PN20,6/12/2018,100,157
PPR-R20PN20,6/14/2018,4,6.28
PPR-R20PN20,6/21/2018,5,7.85
PPR-R20PN20,6/21/2018,195,306.15
PPR-R20PN20,6/15/2018,4,6.28
PPR-R20PN20,6/26/2018,200,314
PPR-R20PN20,6/26/2018,200,314
PPR-R20PN20,6/26/2018,1,1.57
PPR-R20PN20,6/26/2018,199,312.43
PPR-R20PN20,6/2/2018,13,19.63
PPR-R20PN20,6/2/2018,27,40.77
PPR-R20PN20,6/4/2018,20,30.2
PPR-R20PN20,6/4/2018,200,314
PPR-R20PN20,6/26/2018,4,6.28
PPR-R20PN20,6/5/2018,40,60.4
PPR-R20PN20,7/16/2018,200,314
PPR-R20PN20,7/2/2018,1,1.57
PPR-R20PN20,7/2/2018,3,4.71
PPR-R20PN20,7/3/2018,400,628
PPR-R20PN20,7/4/2018,40,62.8
PPR-R20PN20,7/6/2018,157,246.49
PPR-R20PN20,7/6/2018,43,67.51
PPR-R20PN20,7/9/2018,8,12.56
PPR-R20PN20,7/23/2018,200,314
PPR-R20PN20,8/13/2018,200,314
PPR-R20PN20,8/22/2018,149,233.93
PPR-R20PN20,8/22/2018,51,80.07
PPR-R20PN20,8/28/2018,200,326
PPR-R20PN20,9/6/2018,149,233.93
PPR-R20PN20,9/6/2018,171,268.47
PPR-R20PN20,9/17/2018,200,326
PPR-R20PN20,9/18/2018,4,6.28
PPR-R20PN20,9/19/2018,4,6.28
PPR-R20PN20,9/25/2018,25,39.25
PPR-R20PN20,9/25/2018,4,6.28
PPR-R20PN20,9/25/2018,71,115.73
PPR-R20PN20,10/15/2018,100,163
PPR-R20PN20,10/18/2018,20,32.6
PPR-R20PN20,10/23/2018,4,6.52
PPR-R20PN20,10/1/2018,200,326
PPR-R20PN20,11/10/2018,27,44.01
PPR-R20PN20,11/13/2018,5,8.15
PPR-R20PN20,11/13/2018,15,24.45
PPR-R20PN20,11/7/2018,5,8.15
PPR-R20PN20,11/7/2018,195,317.85
PPR-R20PN20,10/11/2018,200,326
PPR-R20PN20,11/15/2018,60,97.8
PPR-R20PN20,12/3/2018,200,326
PPR-R20PN20,12/3/2018,600,978
PPR-R20PN20,11/29/2018,125,203.75
PPR-R20PN20,11/29/2018,195,317.85
PPR-R20PN20,12/18/2018,200,326
PPR-R20PN20,12/20/2018,24,39.12
PPR-R20PN20,12/20/2018,176,286.88
PPR-R20PN20,12/14/2018,5,8.15
PPR-R20PN20,12/14/2018,3,4.89
PPR-R20PN20,1/4/2019,4,6.52
PPR-R20PN20,1/4/2019,16,26.08
PPR-R20PN20,1/10/2019,4,6.52
PPR-R20PN20,1/10/2019,196,319.48
PPR-R20PN20,2/5/2019,12,19.56
PPR-R20PN20,2/5/2019,200,326
PPR-R20PN20,2/6/2019,16,26.08
PPR-R20PN20,2/11/2019,200,326
PPR-R20PN20,2/11/2019,200,326
PPR-R20PN20,2/11/2019,4,6.52
PPR-R20PN20,2/23/2019,40,65.2
PPR-R20PN20,3/1/2019,16,26.08
PPR-R20PN20,3/12/2019,100,163
PPR-R20PN20,3/15/2019,16,26.08
PPR-R20PN20,3/15/2019,4,6.52
PPR-R20PN20,3/25/2019,32,52.16
PPR-R20PN20,3/26/2019,16,26.08
PPR-R20PN20,4/2/2019,12,19.56
PPR-R20PN20,4/13/2019,8,13.04
PPR-R20PN20,4/19/2019,20,32.6
PPR-R20PN20,4/25/2019,4,6.52
PPR-R20PN20,5/7/2019,40,65.2
PPR-R20PN20,5/11/2019,20,32.6
PPR-R20PN20,5/11/2019,20,32.6
PPR-R20PN20,5/20/2019,44,71.72
PPR-R20PN20,5/20/2019,20,32.6
PPR-R20PN20,5/20/2019,36,58.68
PPR-R20PN20,5/20/2019,164,267.32
PPR-R20PN20,5/20/2019,36,58.68
PPR-R20PN20,5/21/2019,100,163
PPR-R20PN20,5/27/2019,400,652
PPR-R20PN20,5/27/2019,40,65.2
PPR-R20PN20,5/30/2019,24,39.12
PPR-R20PN20,5/30/2019,176,286.88
PPR-R20PN20,6/3/2019,400,652
PPR-R20PN20,6/4/2019,28,45.64
PPR-R20PN20,6/25/2019,196,319.48
PPR-R20PN20,6/25/2019,4,6.52
PPR-R20PN20,6/27/2019,40,65.2
PPR-R20PN20,6/28/2019,60,97.8
PPR-R20PN20,6/28/2019,1000,1580
PPR-R20PN20,7/5/2019,48,78.24
PPR-R20PN20,7/12/2019,16,26.08
PPR-R20PN20,7/16/2019,200,326
PPR-R20PN20,7/19/2019,32,52.16
PPR-R20PN20,7/19/2019,368,581.44
PPR-R20PN20,7/26/2019,200,316
PPR-R20PN20,7/30/2019,200,316
PPR-R20PN20,8/1/2019,20,31.6
PPR-R20PN20,8/2/2019,200,316
PPR-R20PN20,8/6/2019,400,652
PPR-R20PN20,8/6/2019,600,978
PPR-R20PN20,8/7/2019,12,18.96
PPR-R20PN20,8/7/2019,188,306.44
PPR-R20PN20,8/9/2019,12,19.56
PPR-R20PN20,8/9/2019,40,65.2
PPR-R20PN20,8/13/2019,4,6.52
PPR-R20PN20,8/13/2019,200,326
